X1	X2	X3	X4	X5	Y
45.08135680972012	44.73570077201114	81.94663285268783	23.910278972090783	49.68727256468388	-329.6106516677137
97.22403912319744	25.53104838195783	22.40486135956904	65.9093694904878	49.318434663460856	-563.3935947645994
9.664787489779226	33.02460380453856	53.57892749853927	33.41542799505779	86.17326077643561	-1352.4429643741382
95.66145055063117	5.230891278827854	48.727414919986444	46.409604179631636	30.024914750156583	22.347069809839013
0.12523024163726415	99.00507059875511	14.663875648581259	39.52438337224902	58.0135321514342	-1156.2528933624585
0.41142687149265944	19.86312718920201	9.8337812782196	20.342229752374475	83.02032990351715	-1610.19897569753
83.37806481033155	81.01844948063223	63.19768297720011	98.53013004420053	78.47375252783382	-957.9755247659133
57.09481661618242	3.085740217209021	82.22226489580076	75.73598344517897	37.91036711913477	-14.452778480751817
42.647773679920206	53.197517364370874	15.48529820115495	17.432400163188476	85.83351146762507	-1533.527338269027
48.061050323357705	26.1138485286742	27.263385624388658	61.54132825973474	46.71258566857337	-625.3387115593478
55.547430505557486	47.33833678481151	28.922649903084043	40.947377090714745	22.809467792315395	-134.42685179285866
86.30990355688265	5.57717133557154	4.2164873342351195	70.24304728373343	10.633024563835392	70.20745939801441
45.049233676287685	58.76764628731917	77.45916938785282	91.34566122414721	36.96093704779153	-120.62450049931704
32.441692250571506	63.786609759159255	57.60241488039418	20.20314132736677	43.37659700177752	-430.7765688802359
11.35941492230833	77.5735781050516	5.263709533722805	42.27256433040626	89.47152147734018	-1796.0797961488704
0.1838052064316975	40.43973590764056	6.746041123842117	98.5664360377319	72.98651450287218	-1452.3963224788943
57.75466860464659	63.187193098260785	79.00883365046381	68.72121799562653	5.782284783806412	547.4929525927976
47.6707201325819	0.6028396171457562	3.2795775478254408	95.59571858366407	13.286718343577608	-100.36800325617409
80.09085441116231	92.23169039783348	67.73424141705922	82.70099125613946	36.59819568370324	-109.7833509189968
59.58031398473311	17.19656446205101	94.70334575410526	62.574400392358086	3.053323149850029	763.4013347738845
49.70603535597083	35.617544014787875	35.76360307345313	92.07642848750885	85.75510931494617	-1351.2564027316266
13.747155560386727	18.96617173765298	45.30572615315579	17.156545345872342	61.58213978869333	-892.227417758269
98.111213499263	16.43569379514993	74.72892258580698	35.924886483917284	11.054279279597147	579.9148192113449
2.419979023647356	8.480764793397944	45.77938088470803	5.3343112111698066	19.586344915529885	-72.49205984009728
19.463826714390574	20.25079412071803	5.00417701457605	7.59573780913173	62.523501686115814	-1177.30010859783
34.46536178214477	14.05938550662864	84.1009000774505	95.48469772431702	47.52256184337392	-272.4082364855193
11.428011109837822	42.97418330199161	39.4348517997595	17.534745717037314	24.301893533919305	-218.6840580525477
32.34154990812696	62.02226885051644	46.34595308324945	28.828921407927165	28.19567543190733	-204.48945618153607
32.089557489312256	28.252502113379286	46.26034812904126	79.22348007972026	15.431385344637082	83.21090036510469
40.4041735966154	41.09842511955327	55.377478935768146	25.480335621775186	76.33112313587988	-1058.8660144969276
52.423387989976476	29.561147599257342	33.07609571029227	42.23967366611274	87.06420889660679	-1382.0424915894178
26.487525114149868	6.6860744900894336	77.33015510755763	21.296021234329686	47.816168118156796	-342.23577575787226
25.51938153543769	96.95263674195228	52.71013310884653	45.6679246546347	91.30686364571419	-1477.5608332879974
46.93308142307667	99.42049681586529	16.04184357930719	43.311268232681776	71.64605515634528	-1279.2494506183905
68.55526254932555	12.834420110685919	41.066404360300425	53.5391933635953	42.47384432942516	-369.1806885291096
15.356849745926048	3.1753138226701783	44.37583430981717	64.50761775583412	20.47278206025769	-55.929565621325594
19.22019936375372	5.862285108175214	94.81391430717389	42.44521813805857	19.14558286431748	332.5840558469535
15.251357760809082	15.448209354708853	34.25809467188875	45.63301223558103	76.17489104266376	-1253.3852942223357
8.703582379499952	64.5353364192255	79.4896246943086	88.33585618835045	82.828512292431	-1138.5674622691854
5.2056961705807865	49.56129492167335	77.04147077259879	68.57216307697242	64.22987505125595	-779.2514120268584
28.49123419079367	88.3626793599025	97.46739628929653	78.97906580418963	68.94764627204871	-699.57012820342
83.52878985541282	39.066378785356314	50.223108609978574	95.53021641180072	25.41086113815947	54.86452828754284
89.25728411201185	39.59821360469784	14.781418424770132	34.690096209336964	47.41224223457867	-616.6012769868448
36.526483164906494	56.778041885440764	66.204718771237	29.299966354939798	69.21494048708861	-868.0643707338345
